Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on May 8, 2021",Charoha,yes,-,Terrible quality,"Terrible quality! Can’t cut the simplest of materials due to a large gap between the blades caused by a bow in the metal. Don’t buy this product. I used my kid’s craft scissors as a backup to these AWFUL scissors with far greater success. Again, don’t buy this product.",1,-,-,https://www.amazon.com/gp/customer-reviews/R2GX3K5FH421XS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 26, 2021",Valerie,yes,-,"There is used and there is junk, I got junk.","The silicone handles were stained and stink of pot, the smell is strong and won’t come out. They barely cut paper and won’t cut through a thin plastic bag.Used should not mean that quality standards are waved.I’m grateful that I got a partial refund, but I never thought a purchase of used scissors could have so much wrong with them.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3QG5DQ8W2LB62/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 22, 2021",Sydney,yes,-,Dull blades,They are super tiny! And don’t cut well.,1,-,-,https://www.amazon.com/gp/customer-reviews/R36FUM0C2HEJA8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on March 15, 2021",Joel Byer,yes,-,Poor quality...,"These scissors didn't last long. One is now completely broken, while the other one is cracked and about done for as well. The plastic cracks at the hinge(?) where the 2 blades meet and then it just becomes a matter of time. There are better options out there.",1,-,-,https://www.amazon.com/gp/customer-reviews/R363A407UQBFX2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 13, 2021",KoKo,yes,-,Day 3 broke,Picked up to cut some lace and broke in half,1,-,-,https://www.amazon.com/gp/customer-reviews/RX5TPCFXYJKU5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 1, 2021",Mary Fernandez,yes,-,Tijeras,Pierden casí de inmediato el filo. Mala calidad.,1,-,-,https://www.amazon.com/gp/customer-reviews/R277FMMXXWJBHM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 29, 2024",inthetrees,yes,-,Lacking quality control,One pair of the two was fine. The other had warped blades. The blades near the screw end did not make contact with each other (gap wide enough to see through) making it impossible for them to cut along the full length of the blades. I would not try repurchasing due to apparent lack of quality control.,2,-,-,https://www.amazon.com/gp/customer-reviews/R2DODC1F63RQ5H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 29, 2024",T,yes,-,Scissors:  Only 75% is functional,"I purchased these scissors for general purpose work on flat materials, i.e. paper, cardboard, cloth.  They cut beautifully on the outer 75% of the blades, but not at all on the 25% of the blades close to the handles.  Very disappointing.",2,-,-,https://www.amazon.com/gp/customer-reviews/R2NDPZ63PS584B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
"Reviewed in the United States on April 27, 2024",azn-user,yes,-,Cheap plastic broke on both pairs,The plastic handles broke on both pairs within a few years rendering them unusable. Going to a different brand.,2,-,-,https://www.amazon.com/gp/customer-reviews/R17GSRD17K8WNZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 14, 2024",Alan Brian,yes,-,"NOT WHAT IT ""WAS""","BOUGHT THIS MANY MANY MANY YEARS AGO AND IT WAS A THING OF BEAUTY____TODAY IT IS WAAAY BELOW AVERAGE....WHAT A DISAPPOINTMENT.  WILL LOOK FOR SOMETHING THAT ""HAD""THAT ULTRA SHARPNESS AND INCREDIBLE CLOSING FEEL.",2,-,-,https://www.amazon.com/gp/customer-reviews/R31YJFS6T4TFI0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on December 6, 2023",Mysteerain,yes,-,I want these to prove me wrong,"I wanted to love these, received these today and not only did they feel horrid in my hand, not cushiony, but hard, I could not even cut a piece of the cardboard they came in and tore, my wrapping paper. Maybe I just got a dud...",2,-,-,https://www.amazon.com/gp/customer-reviews/R3U28NB2IJZOKK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 27, 2023",Christina,yes,-,Horrible.,"They hardly move when you try to cut. I tried adding oil to possibly smooth the metal so it would actually cut.(Did nothing) Bad product, doesn't work well.",2,-,-,https://www.amazon.com/gp/customer-reviews/R2Q602K5KK3Y03/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on July 8, 2023",booklover,yes,-,Not very sharp,"They’re ok. Just not sharp enough for kitchen use, which is why I bought them",2,-,-,https://www.amazon.com/gp/customer-reviews/R1PUGV1KPUSB79/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 23, 2023",Leslie Curtin,yes,-,Cheap Cheap Cheap,"I bought these scissors while traveling for work so I could continue with my card making hobby. They're sharp enough, but the points don't come together all the way so It's difficult to fussy cut small images. Get a pair of Tim Holtz scissors or Stampin' Up paper snips. Both are far superior.",2,-,-,https://www.amazon.com/gp/customer-reviews/R3TMCPHB8VZMTG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on January 14, 2023",Edgar Maniotes,yes,-,Chinese stainless rusts pretty bad,Poor steel rusts badly,2,-,-,https://www.amazon.com/gp/customer-reviews/R14PP5Q7YIU062/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on October 17, 2022",donna t. cox,yes,-,Does not cut well,Did not cut Easley,2,-,-,https://www.amazon.com/gp/customer-reviews/R3ER8XROS1RM24/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 11, 2022",owlRnothing,yes,-,Dull. Cheap. Not worth the savings over the orance handle brand.,Just no.,2,-,-,https://www.amazon.com/gp/customer-reviews/R1CT05R3QKITDM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 9, 2022",Kindle Customer,yes,-,Does not stay sharp for long,Not impressed. After a few months of everyday household use they become very dull.,2,-,-,https://www.amazon.com/gp/customer-reviews/R36Y6TUXAP5BG4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 24, 2022",Amber,yes,-,Terrible. Dull,I purchased these because they said they were extra sharp and I needed a craft scissors. I ended up buying a different one because they were so bad. Do not spend your money on this,2,-,-,https://www.amazon.com/gp/customer-reviews/R3PIM0MC434FPS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on March 8, 2022",Mississippi,yes,-,"Flimsy, doesn't work very well",these just aren't up to par.  You can get much better.,2,-,-,https://www.amazon.com/gp/customer-reviews/R15LJT4Z8W5EBE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 1, 2022",Kindle Customer,yes,-,Very stiff and hurts fingers to use,"I've owned Westcott before, in face this brand is my favorite craft scissors.  This pair is very stiff and hurts fingers to use.  I'll passing them on to someone else in family and ordering others.  They do work, so I'll not return them.",2,-,-,https://www.amazon.com/gp/customer-reviews/R19I8RQC5K23PR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on February 25, 2022",Michelle parker,yes,-,Cheaply made,"They broke with just a few times using them made very cheap ,,dont waist your money on them.",2,-,-,https://www.amazon.com/gp/customer-reviews/R2WMX5ZCW0MUKU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RTSD2M,"Style: 8"" and 5"" Scissors Combo Pack"
"Reviewed in the United States on December 31, 2021",Emma,yes,-,I ended up buying a nicer pair at the dollar store.,"Really cheap, bends a lot, and a pain to use. They struggled to cut through cheap yarn, and the tips don't close / cut. I'm going to be returning them.",2,-,-,https://www.amazon.com/gp/customer-reviews/RDQ94GSLA258Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on December 20, 2021",Colleen,yes,-,Small,"I don't know if I read the description wrong, but when I read it was 5"" I thought that meant the blade, not the entire thing.",2,-,-,https://www.amazon.com/gp/customer-reviews/R3LVKLTWFW6N36/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on December 6, 2021",lizzz,yes,-,tiny scissors,"I guess when I read the ""5"" description I assumed it was blade size. It was not, it was the length of the entire scissor. Not worth to send it back- threw away. This is a child's tool.",2,-,-,https://www.amazon.com/gp/customer-reviews/RZ1CVYRODHSFI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on December 5, 2021",Anthony,yes,-,Not that sharp,"The end of the scissors are sharp, closer to the handle however is dull and has issues cutting. A bit disappointing.",2,-,-,https://www.amazon.com/gp/customer-reviews/R11YZG4GH3CNKR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on December 2, 2021",Violet Fryer,yes,-,Falls apart when cutting a few sheets of paper,Would not order again.  One pair falls apart when you cut more than a few sheets of paper.,2,-,-,https://www.amazon.com/gp/customer-reviews/R27G5IXFNQ8K1P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on November 11, 2021",DD,yes,-,Sticks,Scissors stick making them a little difficult to use.,2,-,-,https://www.amazon.com/gp/customer-reviews/R1SRNBQVYY0ER8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on July 20, 2021",Andy S.,yes,-,Both don't cut quite right.,"I bought these before, and was impressed, but this set just doesn't cut right. They're sometimes difficult to get started cutting.  Will probably contact the manufacturer to see about warranty replacement.",2,-,-,https://www.amazon.com/gp/customer-reviews/R2OYHFEI5C286N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 13, 2021",pohjola,yes,-,"blades are great, handles are not strong enough",We suffered a broken handle after just a few weeks of use.,2,-,-,https://www.amazon.com/gp/customer-reviews/RML9KG11161EO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 2, 2021",ML Daniels,yes,-,LITTLE POINT,"If you're looking for scissors, look some more.  These do cut as long as you cut in tiny segments because little more than an inch past the tips are actually sharp.  If you try to cut with the entire blade, there's little point. They don't work.",2,-,-,https://www.amazon.com/gp/customer-reviews/R3RQT6TWH3O27V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 7, 2021",marcia jackson,yes,-,Not very sharp.  Good for cutting paper but no way will they cut fabric.,Did not like the dull way it cut anything heaver than  a single sheet of paper,2,-,-,https://www.amazon.com/gp/customer-reviews/R1A5ML03PB3656/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 11, 2021",Caylor,yes,-,Cheaper than cheap!,"These were a total waste of money even for cheap sissors. My older pair are sharper by a country mile. These refused to cut the pattern no cloth out,the edges are chopped and jaggedly çut. The wont work on thin cotton fabrics and forget knits . I will use them.for garden to dig weeds and trim.leaves. cheàp is cheap..",2,-,-,https://www.amazon.com/gp/customer-reviews/RKRLFSJZ15CJB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
"Reviewed in the United States on December 1, 2020",Cody spencer,yes,-,Ok product,Not for big  hands. And I got them to cut rapping paper. They don’t cut that great,2,-,-,https://www.amazon.com/gp/customer-reviews/R353VI9AU3LGYK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on October 18, 2020",crater,yes,-,Metal is NOT sturdy,"I was so excited to purchase these ""bent"" fabric shears, because they allow a much straighter cut, as they don't lift the fabric. But these shears got a nick the first time I used them, so now there is no straight cutting. I had to buy a different pair. Very disappointing.",2,-,-,https://www.amazon.com/gp/customer-reviews/R2ZNY6NXFAL0A7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
"Reviewed in the United States on July 18, 2020",Mike Goodridge,yes,-,Cheap plastic,"The blades are high quality and cut through everything I've used them on. The plastic components however, are cheap. The scissors broke in half while I was cutting a receipt in half.",2,-,-,https://www.amazon.com/gp/customer-reviews/R2D4P1FJIOFB2O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 27, 2020",MJC,yes,-,do not cut well,these do not cut well,2,-,-,https://www.amazon.com/gp/customer-reviews/R3XS4BAC4WA0H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 31, 2020",Cory Gallaher,yes,-,Rusts,"After 2 years both pair broke in the same place. The mounting hardware rusts and eventually fails. These are very sharp and good scissors other than that, they just aren't built to last.",2,-,-,https://www.amazon.com/gp/customer-reviews/R16ER09MPKWGKU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 21, 2020",Allison,yes,-,Not Worth It,"Smaller than expected. Couldn't figure out when ordering if the scissors were 5"" or the blad was 5"". Ordering thinking the blade was 5"". I also ordered white and received that gray and gold color. Will not buy again nor do I recommend. Not worth the hassle to return $4 item.",2,-,-,https://www.amazon.com/gp/customer-reviews/R2W8U35LYJP401/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on February 6, 2020",Rachel G.,yes,-,Not for Heavy Fabric,"I bought these for my employees as it stated that it could cut through heavy fabric. It does not cut through fabric easily, and as a commercial workroom, good scissors are essential.They are lightweight, and could probably cut lightweight fabric or materials.",2,-,-,https://www.amazon.com/gp/customer-reviews/RCHFQL08K2M18/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 3, 2020",Amazon Customer,yes,-,Cracked,After about a month one of these scissors randomly cracked and fell apart in my hand while I was using it.  The other is still fine... bummed though.,2,-,-,https://www.amazon.com/gp/customer-reviews/RVSLLTCKKZ6EX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 27, 2020",Steven Cannon,yes,-,Handle broke,Handle broke cutting open a bag of coffee.,2,-,-,https://www.amazon.com/gp/customer-reviews/R1VBNBGTGSKAKB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 16, 2020",Robert,yes,-,Not so good,Only had them a short time and one pair fell apart.,2,-,-,https://www.amazon.com/gp/customer-reviews/R3L2HU0NKS3SF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on December 2, 2019",Merlyn,yes,-,Not Durable,Not a very good product. One pair broke within two months of receiving this item.,2,-,-,https://www.amazon.com/gp/customer-reviews/R26X7E47OC6VHL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on November 19, 2019",Sheila,yes,-,Scissors,They suck not heavy duty,2,-,-,https://www.amazon.com/gp/customer-reviews/R159R7Q0Z6IO49/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on October 15, 2019",Ben,yes,-,Rusted after a few weeks of use in my kitchen.,The rusty part is not the blades but the screw that holds them together.  Too bad I would of liked it a lot because it is lightweight easy to use and stay sharp.,2,-,-,https://www.amazon.com/gp/customer-reviews/RHFPEJVXT2KMB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 13, 2019",Betty A. Chilly,yes,-,Don't waste your money,Have been only had these 4 months & have only used them a few times. They are now chewing up tissue sewing patterns. Westcott used to be a really reliable brand.,2,-,-,https://www.amazon.com/gp/customer-reviews/R1CA06Y664X7LH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
